date,Q,target
2024-12-23,35.73900000000001,37.23
2024-12-24,35.36850000000001,30.86
2024-12-25,29.31700000000001,29.63
2024-12-26,28.14850000000001,22.1
2024-12-27,20.99500000000001,24.85
2024-12-28,23.607500000000012,25.9
2024-12-29,24.605000000000008,33.26
2024-12-30,31.597000000000012,27.07
2024-12-31,25.71650000000001,22.89
2025-01-01,21.74550000000001,18.57
2025-01-02,17.641500000000008,16.71
2025-01-03,15.874500000000008,15.27
2025-01-04,14.506500000000006,22.17
2025-01-05,21.06150000000001,18.44
2025-01-06,17.518000000000008,18.71
2025-01-07,17.774500000000007,16.02
2025-01-08,15.219000000000007,24.31
2025-01-09,23.094500000000007,17.59
2025-01-10,16.710500000000007,22.58
2025-01-11,21.451000000000008,27.25
2025-01-12,25.88750000000001,31.86
2025-01-13,30.267000000000014,25.12
2025-01-14,23.86400000000001,23.23
2025-01-15,22.06850000000001,22.99
2025-01-16,21.84050000000001,20.15
2025-01-17,19.142500000000005,14.47
2025-01-18,13.746500000000006,19.36
2025-01-19,18.392000000000007,34.51
2025-01-20,32.78450000000001,35.52
2025-01-21,33.744000000000014,27.88
2025-01-22,26.48600000000001,29.89
2025-01-23,28.395500000000013,22.03
2025-01-24,20.92850000000001,20.4
2025-01-25,19.380000000000006,20.01
2025-01-26,19.00950000000001,29.01
2025-01-27,27.559500000000014,26.25
2025-01-28,24.93750000000001,30.4
2025-01-29,28.88000000000001,38.13
2025-01-30,36.223500000000016,32.11
2025-01-31,30.50450000000001,22.43
2025-02-01,21.30850000000001,27.52
2025-02-02,26.14400000000001,30.48
2025-02-03,28.956000000000014,39.32
2025-02-04,37.35400000000001,44.96
2025-02-05,42.71200000000002,36.52
2025-02-06,34.69400000000002,31.34
2025-02-07,29.773000000000014,23.45
2025-02-08,22.277500000000007,20.3
2025-02-09,19.285000000000007,27.23
2025-02-10,25.86850000000001,26.19
2025-02-11,24.880500000000012,28.59
2025-02-12,27.16050000000001,24.81
2025-02-13,23.56950000000001,22.88
2025-02-14,21.736000000000008,19.23
2025-02-15,18.268500000000007,23.25
2025-02-16,22.08750000000001,27.7
2025-02-17,26.315000000000012,25.51
2025-02-18,24.23450000000001,26.38
2025-02-19,25.06100000000001,25.76
2025-02-20,24.472000000000012,32.69
2025-02-21,31.05550000000001,29.47
2025-02-22,27.99650000000001,19.15
2025-02-23,18.192500000000006,33.66
2025-02-24,31.97700000000001,28.76
2025-02-25,27.322000000000013,31.44
2025-02-26,29.868000000000013,27.34
2025-02-27,25.97300000000001,30.43
2025-02-28,28.90850000000001,27.43
2025-03-01,26.05850000000001,18.05
2025-03-02,17.147500000000008,15.11
2025-03-03,14.354500000000005,10.57
2025-03-04,10.041500000000005,14.67
2025-03-05,13.936500000000006,28.19
2025-03-06,26.780500000000014,32.98
2025-03-07,31.33100000000001,25.14
2025-03-08,23.88300000000001,23.83
2025-03-09,22.638500000000008,24.84
2025-03-10,23.59800000000001,29.33
2025-03-11,27.86350000000001,33.37
2025-03-12,31.70150000000001,31.93
2025-03-13,30.33350000000001,28.84
2025-03-14,27.39800000000001,29.66
2025-03-15,28.17700000000001,30.12
2025-03-16,28.61400000000001,33.25
2025-03-17,31.587500000000013,33.78
2025-03-18,32.091000000000015,33.9
2025-03-19,32.20500000000001,32.76
2025-03-20,31.12200000000001,30.39
2025-03-21,28.870500000000014,16.66
2025-03-22,15.827000000000007,16.85
2025-03-23,16.007500000000007,16.04
2025-03-24,15.238000000000005,13.08
2025-03-25,12.426000000000005,25.6
2025-03-26,24.32000000000001,25.33
2025-03-27,24.06350000000001,31.08
2025-03-28,29.52600000000001,27.19
2025-03-29,25.83050000000001,23.84
2025-03-30,22.64800000000001,25.94
2025-03-31,24.64300000000001,23.75
2025-04-01,22.56250000000001,22.01
2025-04-02,20.909500000000012,23.45
2025-04-03,22.277500000000007,23.57
2025-04-04,22.39150000000001,15.58
2025-04-05,14.801000000000005,10.42
2025-04-06,9.899000000000004,15.96
2025-04-07,15.162000000000008,23.4
2025-04-09,22.230000000000008,17.09
2025-04-10,16.235500000000005,20.57
2025-04-11,19.54150000000001,28.41
2025-04-12,26.98950000000001,23.67
2025-04-13,22.48650000000001,19.05
2025-04-14,18.097500000000007,16.92
2025-04-15,16.07400000000001,18.43
2025-04-16,17.50850000000001,20.36
2025-04-17,19.342000000000006,20.58
2025-04-18,19.551000000000005,20.3
2025-04-19,19.285000000000007,22.1
2025-04-20,20.99500000000001,17.03
2025-04-21,16.178500000000007,15.45
2025-04-22,14.677500000000006,27.94
2025-04-23,26.543000000000013,17.27
2025-04-24,16.406500000000005,24.82
2025-04-25,23.57900000000001,24.08
2025-04-26,22.87600000000001,25.29
2025-04-27,24.025500000000008,25.42
2025-04-28,24.14900000000001,27.48
2025-04-29,26.106000000000012,15.97
2025-04-30,15.171500000000007,22.42
2025-05-01,21.29900000000001,25.17
2025-05-02,23.91150000000001,28.28
2025-05-03,26.866000000000014,33.65
2025-05-04,31.967500000000012,25.57
2025-05-05,24.29150000000001,23.69
2025-05-06,22.505500000000012,24.54
2025-05-07,23.31300000000001,20.72
2025-05-08,19.684000000000008,23.88
2025-05-09,22.686000000000007,22.8
2025-05-10,21.66000000000001,19.36
2025-05-11,18.392000000000007,24.16
2025-05-12,22.95200000000001,33.15
2025-05-13,31.49250000000001,29.09
2025-05-14,27.63550000000001,24.87
2025-05-15,23.62650000000001,17.06
2025-05-16,16.207000000000004,20.16
2025-05-17,19.152000000000008,20.0
2025-05-18,19.000000000000007,26.09
2025-05-19,24.78550000000001,29.35
2025-05-20,27.882500000000014,32.59
2025-05-21,30.960500000000017,26.48
2025-05-22,25.15600000000001,21.73
2025-05-23,20.64350000000001,17.86
2025-05-24,16.967000000000006,17.45
2025-05-25,16.577500000000008,25.99
2025-05-26,24.690500000000007,40.04
2025-05-27,38.03800000000002,38.54
2025-05-28,36.613000000000014,31.4
2025-05-29,29.830000000000013,33.74
2025-05-30,32.05300000000002,34.05
2025-05-31,32.34750000000001,29.72
2025-06-01,28.234000000000012,28.45
2025-06-02,27.02750000000001,26.73
2025-06-03,25.39350000000001,23.99
2025-06-04,22.79050000000001,19.76
2025-06-05,18.77200000000001,27.75
2025-06-06,26.36250000000001,25.22
2025-06-07,23.95900000000001,22.43
2025-06-08,21.30850000000001,26.5
2025-06-09,25.17500000000001,23.48
2025-06-10,22.306000000000008,18.3
2025-06-11,17.38500000000001,21.41
2025-06-12,20.339500000000008,14.41
2025-06-13,13.689500000000006,31.71
2025-06-14,30.124500000000012,34.51
2025-06-15,32.78450000000001,34.55
2025-06-16,32.82250000000001,27.78
2025-06-17,26.391000000000012,30.19
2025-06-18,28.680500000000013,28.49
2025-06-19,27.06550000000001,24.78
2025-06-20,23.54100000000001,21.47
2025-06-21,20.396500000000007,21.15
2025-06-22,20.09250000000001,18.56
2025-06-23,17.632000000000005,20.64
2025-06-24,19.608000000000008,32.25
2025-06-25,30.637500000000014,33.6
2025-06-26,31.920000000000016,36.08
2025-06-27,34.27600000000001,33.26
2025-06-28,31.597000000000012,23.15
2025-06-29,21.992500000000007,26.95
2025-07-02,25.60250000000001,20.6
2025-07-03,19.57000000000001,31.17
2025-07-04,29.611500000000014,40.18
2025-07-05,38.171000000000014,37.68
2025-07-06,35.796000000000014,34.06
2025-07-07,32.35700000000001,25.35
2025-07-08,24.08250000000001,25.52
2025-07-09,24.24400000000001,27.26
2025-07-10,25.897000000000013,32.43
2025-07-11,30.808500000000013,32.3
2025-07-12,30.68500000000001,29.33
2025-07-13,27.86350000000001,32.8
2025-07-14,31.16000000000001,31.06
2025-07-15,29.507000000000012,40.89
2025-07-16,38.845500000000015,39.17
2025-07-17,37.211500000000015,38.73
2025-07-18,36.793500000000016,37.16
2025-07-19,35.302000000000014,36.72
2025-07-20,34.884000000000015,34.15
2025-07-21,32.44250000000001,32.26
2025-07-22,30.647000000000013,29.42
2025-07-23,27.949000000000012,36.24
2025-07-24,34.42800000000002,30.76
2025-07-25,29.222000000000016,26.39
2025-07-26,25.07050000000001,29.82
2025-07-27,28.32900000000001,35.25
2025-07-28,33.48750000000001,34.56
2025-07-29,32.832000000000015,32.71
2025-07-30,31.074500000000015,36.97
2025-07-31,35.12150000000001,34.64
2025-08-01,32.908000000000015,33.02
2025-08-02,31.369000000000018,33.01
2025-08-03,31.35950000000001,26.84
2025-08-04,25.49800000000001,32.77
2025-08-05,31.131500000000017,27.43
2025-08-06,26.05850000000001,31.54
2025-08-07,29.96300000000001,33.58
2025-08-08,31.90100000000001,37.52
2025-08-09,35.64400000000002,30.86
2025-08-10,29.31700000000001,31.17
2025-08-11,29.611500000000014,30.82
2025-08-12,29.279000000000014,30.03
2025-08-13,28.52850000000001,30.73
2025-08-14,29.193500000000014,29.23
2025-08-15,27.768500000000014,30.38
2025-08-16,28.86100000000001,30.85
2025-08-17,29.307500000000015,25.68
2025-08-18,24.39600000000001,24.72
2025-08-19,23.48400000000001,28.18
2025-08-20,26.77100000000001,27.67
2025-08-21,26.286500000000014,33.55
2025-08-22,31.87250000000001,30.01
2025-08-23,28.509500000000013,31.26
2025-08-24,29.697000000000013,20.37
2025-08-25,19.35150000000001,21.84
2025-08-26,20.748000000000008,23.36
2025-08-27,22.192000000000007,24.6
2025-08-28,23.37000000000001,30.59
2025-08-29,29.06050000000001,34.23
2025-08-30,32.51850000000001,30.11
2025-08-31,28.604500000000012,30.12
2025-09-01,28.61400000000001,27.24
2025-09-02,25.87800000000001,23.83
2025-09-03,22.638500000000008,20.97
2025-09-04,19.92150000000001,30.23
2025-09-05,28.718500000000013,34.24
2025-09-06,32.52800000000001,29.74
2025-09-07,28.25300000000001,26.19
2025-09-08,24.880500000000012,24.29
2025-09-09,23.07550000000001,29.38
2025-09-10,27.911000000000012,28.43
2025-09-11,27.008500000000012,34.4
2025-09-12,32.680000000000014,33.7
2025-09-13,32.015000000000015,26.08
2025-09-14,24.77600000000001,25.52
2025-09-15,24.24400000000001,29.83
2025-09-16,28.33850000000001,26.56
2025-09-17,25.23200000000001,31.44
2025-09-18,29.868000000000013,27.98
2025-09-19,26.58100000000001,32.09
2025-09-20,30.485500000000016,29.44
