Q,Qq,Qb,soil,wetness,Et,groundwater,percolation,target,date
1915.7174299183398,0.0,0.38310517546612133,-4.3648,0.15563513233318474,5.0,449.41786846022944,0.0,34.68,2021-07-29
2.406408405875027e-15,0.0,0.0,29.60962140386898,0.054992832970242475,-34.357682619647356,449.4102032359139,0.3832612157783767,44.89,2021-07-30
2178.675,0.45,0.0,-4.3648,0.2708855976307626,5.0,449.4102032359139,0.0,39.17,2021-07-31
4869.129947490148,0.61,0.38312467703032654,-4.3648,0.11606529265674126,5.0,449.4102032359139,0.0,39.5,2021-08-01
1161.96,0.24,0.0,-4.3648,0.23047728157286287,5.0,449.4102032359139,0.0,41.17,2021-08-02
5595.452470025986,0.76,0.38314417958723856,22.82688426937002,0.08659327861805458,-26.486146095717885,449.40431399938694,0.29446182634786583,32.43,2021-08-03
2.2502832930371142e-15,0.0,0.0,-4.3648,0.07261179544432537,5.0,449.40431399938694,0.0,40.45,2021-08-04
5809.8,1.2,0.0,29.609586905093536,0.02178349821469873,-34.357682619647356,449.3966480850959,0.3832957145538197,35.8,2021-08-05
2351.7449975261047,0.09,0.3831636831369073,-4.3648,0.07128017971949166,5.0,449.3966480850959,0.0,33.52,2021-08-06
5567.725,1.1500000000000001,0.0,-4.3648,0.036223125492232895,5.0,449.3966480850959,0.0,37.8,2021-08-07
1964.5225299907593,0.01,0.3831831876793839,-4.3648,0.35658108014144024,5.0,449.3966480850959,0.0,42.1,2021-08-08
2.921274333544943e-15,0.0,0.0,29.60956739383014,0.1353712120935447,-34.357682619647356,449.3889817805795,0.3833152258172159,34.76,2021-08-09
1916.2050674201996,0.0,0.38320269321471845,-4.3648,0.22318473373658076,5.0,449.3889817805795,0.0,37.51,2021-08-10
387.32,0.08,0.0,29.609547881573544,0.0820126735316009,-34.357682619647356,449.381315085818,0.38333473807381263,36.28,2021-08-11
2352.037609814681,0.09,0.3832221997429619,-4.3648,0.08206309731174607,5.0,449.381315085818,0.0,32.96,2021-08-12
51887.99064602132,10.717337735416981,0.0,29.609528368323698,0.025564018961667007,-34.357682619647356,449.37364800079155,0.3833542513236599,35.03,2021-08-13
1916.4001571744543,0.0,0.38324170726416446,-4.3648,0.0594836030218042,5.0,449.37364800079155,0.0,32.96,2021-08-14
3485.8799999999997,0.72,0.0,29.60950885408055,0.016532221245690256,-34.357682619647356,449.3659805254802,0.3833737655668088,34.14,2021-08-15
2.3689383787939276e-15,0.0,0.0,-4.3648,0.23886530618528629,5.0,449.3659805254802,0.0,37.65,2021-08-16
2.6124935548210715e-15,0.0,0.0,22.826797796711446,0.08994848846302395,-26.486146095717885,449.36008955950007,0.2945482990064402,27.95,2021-08-17
1.9394208461420703e-15,0.0,0.0,-4.3648,0.1404971736052471,5.0,449.36008955950007,0.0,28.13,2021-08-18
1916.4977094997726,0.0,0.3832612157783767,29.60947434517408,0.048937649479067424,-34.357682619647356,449.3524213940106,0.38340827447327913,32.92,2021-08-19
2.28428387316626e-15,0.0,0.0,-4.3648,0.14203074724200898,5.0,449.3524213940106,0.0,31.74,2021-08-20
5325.650000000001,1.1,0.0,22.82677128331743,0.05121466488571302,-26.486146095717885,449.3465298977626,0.294574812400455,36.82,2021-08-21
48.415,0.01,0.0,-4.3648,0.3495877035790277,5.0,449.3465298977626,0.0,37.14,2021-08-22
3409.056362652503,0.4,0.29446182634786583,-4.3648,0.26732432357578856,5.0,449.3465298977626,0.0,45.82,2021-08-23
3.179401186770292e-15,0.0,0.0,29.609439833161332,0.09966850946728399,-34.357682619647356,449.3388610420329,0.38344278648602537,28.36,2021-08-24
4046.9302206263756,0.44,0.3832957145538197,-4.3648,0.08912525193819863,5.0,449.3388610420329,0.0,28.47,2021-08-25
48.415,0.01,0.0,29.609420314411395,0.02838888081224803,-34.357682619647356,449.33119179592813,0.38346230523596303,28.77,2021-08-26
8472.625,1.75,0.0,-4.3648,0.06061336800506604,5.0,449.33119179592813,0.0,29.63,2021-08-27
3921.6150000000002,0.81,0.0,-4.3648,0.07354604960498391,5.0,449.33119179592813,0.0,36.86,2021-08-28
1916.767786698988,0.0,0.3833152258172159,9.261387724166694,0.027147957734784695,-10.743073047858939,449.3288540894543,0.11688532369224687,38.65,2021-08-29
2.6818824938601438e-15,0.0,0.0,-4.3648,0.026266297607315036,5.0,449.3288540894543,0.0,36.35,2021-08-30
1916.8653577381,0.0,0.38333473807381263,29.609394844743964,0.003245299079894591,-34.357682619647356,449.32118433395624,0.3834877749033949,34.98,2021-08-31
2.427225087586748e-15,0.0,0.0,-4.3648,0.05055589294114373,5.0,449.32118433395624,0.0,32.77,2021-09-01
3563.0729337439616,0.34,0.3833542513236599,29.609375323703937,0.012961137213426073,-34.357682619647356,449.3135141880374,0.3835072959434203,29.22,2021-09-02
145.245,0.03,0.0,-4.3648,0.05444219571962836,5.0,449.3135141880374,0.0,25.04,2021-09-03
1917.0605147168274,0.0,0.3833737655668088,29.609355801670212,0.014515658324819927,-34.357682619647356,449.3058436516779,0.3835268179771438,33.99,2021-09-04
2.358530037938067e-15,0.0,0.0,-4.3648,0.05506397168760485,5.0,449.3058436516779,0.0,34.16,2021-09-05
1472.8887691817042,0.0,0.2945482990064402,29.609336278642743,0.014764368712010518,-34.357682619647356,449.2981727248578,0.38354634100461554,29.94,2021-09-06
2.0775048348298244e-15,0.0,0.0,-4.3648,0.055163423364246844,5.0,449.2981727248578,0.0,28.63,2021-09-07
1917.2330765036322,0.0,0.38340827447327913,29.60931675462147,0.014804149382667319,-34.357682619647356,449.2905014075573,0.38356586502588647,25.19,2021-09-08
1.7479073743942309e-15,0.0,0.0,-4.3648,0.05517930315262206,5.0,449.2905014075573,0.0,29.71,2021-09-09
1473.0213494084753,0.0,0.294574812400455,29.60929722960635,0.014810501298017403,-34.357682619647356,449.2828296997565,0.38358539004100717,28.16,2021-09-10
1.9539925233402757e-15,0.0,0.0,-4.3648,0.07015408500468888,5.0,449.2828296997565,0.0,34.21,2021-09-11
2.373795604526663e-15,0.0,0.0,-4.3648,0.029118343798548385,5.0,449.2828296997565,0.0,32.89,2021-09-12
