Q,Qq,Qb,soil,wetness,Et,date
0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01
2242.737,0.0,0.0,0.0,0.0,0.0,2022-01-01
2922.462,0.0,0.0,40.7170221,0.0656,0.25625,2023-01-01
2812.617,0.0,0.0,46.402311011942466,0.04896000000000001,0.291981388125,2021-02-01
4882.023,0.0,0.0,83.79916163156454,0.09017600000000002,0.5275144438246403,2022-02-01
1668.348,0.0,0.0,90.17274053992692,0.06530560000000002,0.5674947601972784,2023-02-01
1692.351,0.0,0.0,89.57404903143943,0.03918336000000001,0.5635796283745432,2021-03-01
1972.4447187150001,0.0,0.026727900000000002,88.99328396969166,0.023510016000000005,0.5598378064464964,2022-03-01
2577.3313202449426,0.0,0.022729699932534004,88.42460100245835,0.014106009600000002,0.5562080248105729,2023-03-01
1286.5422896960704,0.0,0.07563493655326595,87.86451011100442,0.00846360576,0.5526537562653646,2021-04-01
1577.8940873817244,0.0,0.05892633144034764,234.81099802220768,0.243478163456,1.4804031881937776,2022-04-01
1088.876845098096,0.0,0.035111880112952853,311.98596643341574,0.2740868980736,1.967568737638798,2023-04-01
2533.4277881670064,0.0,0.02092725530126964,309.52619322098036,0.16445213884415996,1.9499122902088484,2021-05-01
1059.7876037010594,0.0,0.012474942422744219,307.2881498804972,0.09867128330649598,1.9345387076311271,2022-05-01
1737.9423215649101,0.0,0.00743713518855295,305.18681286653606,0.059202769983897584,1.9205509367531075,2023-05-01
2026.3241425655126,0.0,0.5731089006029667,303.1716654044404,0.03552166199033855,1.9074175804158502,2021-06-01
2128.2568434234804,0.0,0.8574628511531512,364.4254424177437,0.12371299719420314,2.2948229087777525,2022-06-01
1278.6583817838928,0.0,0.5098609222265416,361.87896907636093,0.07422779831652189,2.277659015110898,2023-06-01
1650.1739789379242,0.0,0.30350463285200513,423.5808666246861,0.14853667898991313,2.6679935567272555,2021-07-01
2424.060668165627,0.0,0.1807860772080157,512.1308582628934,0.23792200739394787,3.2286304164042883,2022-07-01
1294.741570399428,0.0,0.10772988167987838,510.17183987651083,0.1459532044363687,3.2133178641430837,2023-07-01
1074.5336900662312,0.0,0.45140007791895614,510.4781085708383,0.09397192266182122,3.2135739992281924,2021-08-01
2793.621492177331,0.0,0.2688143262718608,552.2813133963889,0.12998315359709275,3.477988178567739,2022-08-01
791.6985925607055,0.0,0.6301088949475773,707.4236238247533,0.3371898921582556,4.464258208727431,2023-08-01
1456.2481712535803,0.0,1.221377945388465,701.5799547068611,0.2023139352949534,4.421397648904708,2021-09-01
1741.5398454439035,0.0,0.7457005222394546,696.348766308137,0.12138836117697202,4.384874716917882,2022-09-01
881.9491337104778,0.0,0.4801573064443829,707.1997825534407,0.09843301670618322,4.452179789425856,2023-09-01
1457.4319859464995,0.0,0.7188069958815928,702.3647235072181,0.05905981002370993,4.419998640959005,2020-10-01
1199.079416658472,0.0,2.3934313629081814,697.7276103797394,0.03543588601422596,4.389779521920113,2021-10-01
1155.3059307486394,0.0,1.4222714689874882,744.2635307260756,0.10446153160853558,4.685797564873371,2022-10-01
1085.7863666295357,0.0,0.8463136818062712,755.8257097037073,0.08987691896512134,4.757897067037973,2020-11-01
1669.40828337048,0.0,0.6968039652704637,793.2992870965363,0.21392615137907278,5.0,2021-11-01
927.4518013444741,0.0,0.4150604052637509,790.2687257217505,0.1331556908274437,4.976870544353352,2022-11-01
1249.4732335647245,0.0,0.24733360555848768,796.1622585523182,0.2302934144964662,2.0,2020-12-01
961.0245397754718,0.0,0.7782820887904078,795.1098351313909,0.3621760486978797,2.0,2021-12-01
1020.7189353620308,0.0,0.6799239553303109,790.3885358700552,0.21730562921872784,3.0,2022-12-01
1480.1096059679442,0.0,1.7007129034636286,793.2892341833973,0.1383833775312367,1.0,2021-01-02
2147.2156372058676,0.0,1.053690830432481,796.1979786886457,0.10063002651874203,3.0,2022-01-02
3218.5040802305293,0.0,1.8377414476818004,796.4584394330283,0.1931780159112452,2.0,2023-01-02
2762.8916401383176,0.0,2.89016486860908,796.8197036598169,0.14790680954674712,2.0,2021-02-02
5489.456104372136,0.0,1.7212992613356968,794.065524518462,0.11754408572804827,5.0,2022-02-02
1783.6094064336592,0.0,1.0993016866579222,793.4800881851513,0.07372645143682896,2.0,2023-02-02
1689.3157181146512,0.0,0.802021311354374,788.1720285745376,0.044235870862097376,4.959250551157195,2021-03-02
1911.8123264819262,0.0,1.5415605669717367,783.0380679948607,0.026541522517258425,4.92607517859086,2022-03-02
2386.903251889156,0.0,1.180296340183042,778.0201612981558,0.015924913510355056,4.893987924967879,2023-03-02
1267.4093041593073,0.0,0.9344754815379838,773.0836604887661,0.009554948106213032,4.862626008113474,2021-04-02
1549.7576208833143,0.0,0.5854363333107051,770.1705823660399,0.00893296886372782,4.844272878054788,2022-04-02
1105.154487700538,0.0,0.34880905945650215,793.82530973852,0.1477597813182367,5.0,2023-04-02
2810.246702590923,0.0,0.20788540108610065,788.1645274071547,0.088655868790942,4.96140818586575,2021-05-02
1083.1203309559764,0.0,0.12391877173707844,782.8218669732048,0.053193521274565204,4.926028296294716,2022-05-02
1661.480793581085,0.0,0.07387480127623926,777.6809455342484,0.03191611276473912,4.89263666858253,2023-05-02
2160.7874844579705,0.0,0.06880524467143267,772.6724470788716,0.01914966765884347,4.860505909589053,2021-06-02
1975.733486722258,0.0,1.1746902614799817,794.3744160852673,0.07868980059530609,5.0,2022-06-02
1220.6164680236745,0.0,0.6993741454996271,789.0368650920008,0.04721388035718365,4.96484010053292,2023-06-02
1605.036137317007,0.0,0.41663213765512047,794.4949497906962,0.06352832821431019,5.0,2021-07-02
2533.306042054818,0.0,0.24828477037389035,789.2284114739924,0.03811699692858611,4.965593436191852,2022-07-02
1216.1517936639195,0.0,0.14799254578773535,794.3857019246507,0.07727019815715166,5.0,2023-07-02
1050.7327463275228,0.0,0.6255839147326834,793.8682211547904,0.142362118894291,5.0,2021-08-02
2673.2628042588235,0.0,0.37271089273358327,788.2326823286326,0.0854172713365746,4.96167638221744,2022-08-02
807.3782926779082,0.0,0.505050209303766,793.6639996157245,0.16805036280194477,5.0,2023-08-02
1526.1158031484354,0.0,0.3009448805119321,787.908348061772,0.10083021768116686,4.960399997598278,2021-09-02
1745.937153364047,0.0,0.6142980753493558,782.510230251283,0.06049813060870011,4.924427175386075,2022-09-02
853.6220120184281,0.0,1.1317788452096136,793.8464639169965,0.14509887836522006,5.0,2023-09-02
1828.4637830773495,0.0,0.6738624439403841,793.1376383501979,0.23425932701913205,5.0,2020-10-02
1166.1856003266341,0.0,1.3360003842754609,793.6281830101187,0.17255559621147923,5.0,2021-10-02
1127.889963822901,0.0,0.7952515563541553,793.8461898060713,0.14513335772688754,5.0,2022-10-02
1241.7726370398375,0.0,0.4736906351029669,793.9515538836428,0.13188001463613253,5.0,2020-11-02
1725.911505670553,0.0,1.1535360830034995,795.1281570500978,0.10952800878167952,4.0,2021-11-02
955.1420074023317,0.0,1.8623616498021,789.6393390760684,0.06571680526900771,4.969550981563112,2022-11-02
1210.685044441399,0.0,1.3718169898812598,798.1966526262588,0.055430083161404624,1.0,2020-12-02
986.7507386648394,0.0,1.153810193928756,795.3022419228212,0.08765804989684278,4.0,2021-12-02
