STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Dikke eerdgronden,Ingewikkelde samenstelling,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water
550,2020-12-01,  169,    0,260,349,37,41,70,7,20,2,  130,    7,81,64,24,98,13,60,    6,3,4,176,43,72,22,    1,10168,10211,   23,10118,    4,40,    5,   70,   16,    8,87,97,6,72,12,2,26.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-02,    3,    0,260,146,8,19,30,20,10,7,   70,   24,58,52,17,64,1,44,   18,0,0,55,0,-1,-1,    1,10157,10209,    1,10077,   24,44,   22,   64,    1,    8,92,96,21,90,1,1,24.04,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-03,    3,    0,260,163,44,48,70,21,30,1,  120,   21,55,46,21,62,10,42,   24,0,0,53,106,37,7,   21,9948,10066,    1,9821,   24,42,    8,   65,   18,    8,91,95,8,87,3,1,20.72,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-04,   55,    0,260,154,53,57,80,4,20,23,  150,    5,50,-8,24,80,12,-20,   24,10,12,171,24,12,6,    3,9838,9913,   24,9779,    5,62,    2,   83,   12,    5,78,95,24,62,15,2,17.93,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-05,    2,    0,260,145,18,22,40,12,10,4,   90,   14,13,-30,6,56,13,-43,   12,56,70,354,0,0,0,    1,9972,10017,   23,9919,    1,62,    3,   75,   11,    5,88,97,3,73,13,4,16.33,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-06,    1,    0,260,2,10,17,20,1,10,5,   40,   10,18,-18,5,42,24,-30,    6,0,0,140,0,-1,-1,    1,10009,10019,    3,9981,   24,34,   21,   63,    1,    8,93,97,8,87,13,2,18.96,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-07,   65,    0,260,205,28,33,50,12,20,1,   90,   12,42,19,23,55,7,9,   24,2,3,105,115,83,14,    3,9979,10015,   24,9952,    6,27,   15,   60,   11,    8,94,96,3,92,18,1,23.41,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-08,   22,    0,260,86,8,11,20,1,0,20,   40,    1,18,-16,7,48,14,-21,   12,3,4,159,0,0,0,    1,10045,10077,   24,10017,    3,5,   21,   65,   14,    7,95,98,4,83,13,2,25.63,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-09,    2,    0,260,157,30,30,50,13,10,1,   80,   13,8,-15,8,31,2,-10,    6,0,0,95,0,-1,-1,    1,10088,10098,    9,10078,    1,0,    4,   56,   24,    8,98,100,5,94,23,1,23.67,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-10,    0,    0,260,131,29,30,40,19,20,6,   70,   19,6,-5,18,29,1,-17,   18,31,39,249,0,0,0,    1,10056,10072,    1,10010,   24,28,   20,   61,   13,    7,92,95,3,85,13,3,25.35,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-11,    2,    0,260,132,46,46,60,9,40,1,  110,   10,26,-3,4,44,20,-14,    6,0,0,94,54,13,3,   14,9928,10001,    1,9901,   17,22,   21,   68,   10,    8,91,97,21,84,7,1,22.93,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-12,   18,    0,260,170,10,20,30,1,10,20,   60,    2,65,42,1,89,17,41,    6,0,0,79,31,12,7,   15,9971,10047,   24,9909,    1,2,    7,   57,   17,    8,98,100,7,94,17,1,24.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-13,   26,    0,260,174,30,34,60,19,10,1,  100,   19,69,57,21,79,14,55,   24,2,3,193,23,13,4,    7,10074,10096,   10,10050,    1,3,    1,   75,   18,    8,90,100,2,79,18,3,35.01,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-14,   35,    0,260,174,44,45,60,9,30,20,  100,    5,96,65,1,116,12,59,    6,8,10,151,37,32,9,    5,10051,10062,   18,10035,    7,45,    4,   70,    1,    8,89,97,4,82,17,2,30.91,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-15,    9,    0,260,186,29,30,40,1,20,19,   70,    2,87,50,23,104,14,27,   24,4,5,78,14,6,4,    3,10094,10146,   24,10053,    2,0,   23,   65,    1,    7,94,100,24,88,16,1,18.2,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-16,    0,    0,260,150,36,37,40,4,20,1,   70,    6,72,46,9,97,24,45,   12,61,79,318,9,1,1,   24,10140,10157,   10,10121,   20,1,    1,   70,   11,    8,93,100,4,84,13,4,19.91,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-17,   57,    0,260,205,41,43,60,12,30,1,  100,   10,89,64,24,103,12,52,   24,8,10,155,59,42,20,    5,10167,10204,   21,10120,    3,57,    8,   70,   10,    7,89,95,5,82,14,2,22.49,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-18,    1,    0,260,168,46,47,60,8,40,1,  110,    8,79,56,4,110,14,45,    6,53,68,305,0,0,0,    1,10176,10202,    1,10142,   24,60,    4,   75,   12,    8,86,95,4,77,13,4,23.03,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-19,    0,    0,260,169,46,48,50,1,40,2,  100,   16,83,51,3,115,14,40,    6,23,30,170,7,3,3,   14,10120,10141,   24,10099,   12,60,    4,   75,   12,    6,88,92,4,76,13,2,26.02,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-20,    3,    0,260,196,43,43,60,13,30,3,  100,   13,86,69,24,99,14,57,   24,18,23,179,0,0,0,    1,10160,10185,   24,10138,    1,64,   10,   70,    1,    7,87,92,4,81,14,3,28.06,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-21,    0,    0,260,176,42,46,60,13,30,2,  150,   24,79,43,6,131,24,34,    6,0,0,50,131,212,39,   21,10119,10184,    2,10050,   23,29,   19,   70,    1,    8,94,98,21,89,1,1,28.4,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-22,  258,    0,260,238,34,39,80,1,10,16,  160,    1,106,86,17,131,1,82,   24,0,0,103,58,56,27,    2,10110,10146,   20,10045,    1,18,   24,   70,    5,    8,92,98,20,85,13,2,37.62,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-23,   61,    0,260,200,28,33,60,23,10,1,  120,   23,109,86,24,123,18,79,   24,3,4,56,105,167,45,   12,10075,10130,    1,10040,   18,3,    3,   70,   20,    8,95,99,1,86,23,1,37.23,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-24,  168,    0,260,331,27,37,70,5,20,9,  130,    6,54,32,24,91,2,14,   24,7,9,152,46,36,12,    5,10127,10206,   24,10046,    3,56,    4,   75,   12,    7,85,94,9,76,14,2,30.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-25,    9,    0,260,306,19,23,30,1,10,17,   90,   16,32,-11,22,66,12,-13,   24,60,78,339,0,-1,-1,    1,10244,10259,   19,10212,    1,40,   21,   75,   10,    4,86,98,21,70,12,4,29.63,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-26,    0,    0,260,203,56,56,90,23,20,1,  150,   18,45,25,1,59,23,15,    6,3,4,120,29,12,4,   21,10160,10248,    1,10011,   24,47,   19,   70,    4,    8,89,94,2,83,11,1,22.1,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-27,   81,    0,260,184,81,81,120,7,20,23,  210,    7,50,32,24,59,12,14,   24,0,0,46,151,130,17,    5,9811,9988,    1,9742,   18,37,    2,   70,   11,    8,90,98,24,86,11,1,24.85,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-28,   69,    0,260,137,19,26,40,4,10,22,   80,    4,36,13,2,54,12,-4,    6,27,35,249,49,50,15,   21,9773,9796,   24,9753,    1,11,    2,   70,   10,    8,91,98,1,81,12,3,25.9,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-29,   94,    0,260,234,22,26,40,15,10,1,   80,   16,37,25,7,58,14,18,   24,7,9,160,63,42,12,    6,9877,9953,   24,9799,    1,11,    5,   68,   14,    7,93,98,3,88,13,2,33.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-30,   17,    0,260,222,29,31,40,19,20,15,   90,   14,42,24,1,68,12,13,    6,32,41,223,20,9,4,   14,9998,10027,   22,9955,    1,58,    4,   70,   11,    8,89,94,4,83,12,3,27.07,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2020-12-31,   42,    0,260,190,8,12,30,2,0,16,   60,    2,21,-21,24,40,13,-14,   24,3,4,95,18,29,23,    2,10030,10058,   24,10012,    5,1,   22,   61,    2,    7,95,99,23,88,13,1,22.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-01,    1,    0,260,225,21,21,30,6,10,1,   60,   15,30,-35,3,57,14,-30,    6,9,12,194,0,0,0,    1,10084,10113,   24,10059,    1,0,    2,   70,   11,    7,92,98,1,85,15,2,18.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-02,    1,    0,260,196,12,18,30,1,10,14,   50,    1,36,31,8,45,1,29,    6,0,0,107,9,3,1,    9,10134,10153,   24,10115,    1,11,   22,   56,    1,    8,96,98,7,93,3,1,16.71,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-03,    3,    0,260,40,35,35,50,15,20,1,  100,   17,33,28,7,40,14,25,   12,0,0,84,6,1,1,   23,10167,10176,   19,10152,    4,27,    4,   75,   16,    8,86,97,2,74,16,1,15.27,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-04,   16,    0,260,41,53,53,60,10,50,1,  130,   14,28,23,23,36,10,21,   18,0,0,55,35,11,6,    3,10178,10187,   10,10168,    4,60,    3,   70,   10,    8,87,93,2,81,15,1,22.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-05,    3,    0,260,45,40,41,50,1,30,9,   90,    2,29,21,2,36,20,20,    6,0,0,50,5,1,1,    8,10180,10185,   10,10172,    5,60,   14,   70,    1,    8,89,92,8,86,1,1,18.44,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-06,    2,    0,260,12,20,26,50,3,10,17,   90,    3,24,13,24,32,1,9,   24,0,0,111,6,1,1,    1,10167,10181,    9,10144,   24,58,   23,   75,   13,    8,86,94,24,80,13,1,18.71,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-07,    9,    0,260,292,21,23,40,16,10,1,  100,   14,26,12,1,41,13,9,    6,0,0,123,152,79,20,   14,10124,10141,    1,10115,   15,50,   14,   65,    2,    8,94,97,20,86,13,1,16.02,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-08,   91,    0,260,341,8,13,30,12,10,1,   50,   11,11,-28,24,44,14,-35,   24,27,34,270,26,4,2,    5,10164,10213,   24,10119,    1,4,   19,   70,   11,    6,95,98,7,81,14,3,24.31,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-09,    5,    0,260,290,11,12,20,12,10,1,   80,   15,-6,-45,8,65,15,-54,   12,54,67,382,7,5,3,   16,10239,10253,   21,10215,    1,4,   21,   75,   12,    2,93,99,19,73,14,4,17.59,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-10,    2,    0,260,222,24,24,40,20,10,1,   70,   20,16,-34,7,52,13,-40,    6,24,30,304,0,-1,-1,    1,10235,10250,    1,10212,   24,38,    1,   75,   11,    7,89,98,1,75,13,3,22.58,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-11,    1,    0,260,219,53,54,60,7,40,1,  130,   18,50,29,4,70,23,28,    6,0,0,62,29,12,6,   20,10151,10208,    1,10076,   24,31,    5,   75,   17,    8,89,94,5,80,17,1,27.25,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-12,  170,    0,260,282,31,37,70,1,20,17,  130,    2,52,10,20,83,5,-16,   24,41,50,358,73,159,34,    4,10095,10165,   24,10033,    5,46,    2,   82,   13,    5,85,96,3,57,13,5,31.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-13,   24,    0,260,277,30,33,50,12,20,19,  100,   12,43,17,2,62,14,2,    6,42,51,332,11,8,5,    3,10155,10175,   24,10139,   17,47,    3,   80,   12,    7,79,91,1,65,13,4,25.12,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-14,    3,    0,260,69,28,33,50,13,10,1,   90,   15,12,-7,23,36,1,-19,   24,15,18,254,0,0,0,    1,10202,10238,   24,10176,    1,65,    4,   75,    1,    8,82,95,5,71,1,3,23.23,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-15,    0,    0,260,351,7,16,40,1,0,17,   60,    1,12,-9,1,24,15,-23,    6,0,0,82,0,0,0,    1,10286,10305,   20,10243,    1,65,   20,   80,    7,    8,78,89,19,68,7,1,22.99,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-16,    1,    0,260,185,33,35,60,14,20,1,  130,   15,8,-9,17,20,10,-6,   18,0,0,123,46,29,8,   17,10223,10295,    1,10151,   24,13,   16,   82,   14,    8,83,98,17,64,14,1,20.15,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-17,   52,  998,260,254,13,22,40,15,10,6,  100,   15,34,-1,1,79,13,-1,    6,21,25,316,28,22,11,   16,10187,10232,   23,10144,    4,10,    6,   66,   12,    7,93,98,2,79,13,4,14.47,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-18,   21,    0,260,225,40,41,60,24,20,2,  100,   16,48,21,2,66,15,3,    6,2,2,157,2,2,1,   16,10197,10226,    1,10148,   24,59,    7,   70,   15,    8,90,95,5,82,15,2,19.36,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-19,  134,    0,260,217,70,73,90,9,60,2,  170,   14,77,44,4,105,13,42,    6,2,2,69,103,156,26,    7,10050,10135,    1,10013,   24,34,   11,   70,    1,    8,88,96,11,82,1,1,34.51,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-20,   46,    0,260,185,63,64,80,21,60,2,  130,    3,90,68,3,109,21,65,    6,4,5,162,0,-1,-1,    1,9946,10006,    1,9857,   24,66,    3,   83,   12,    8,71,87,3,58,18,2,35.52,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-21,   37,    0,260,209,62,70,110,4,20,20,  220,    4,70,33,24,120,3,32,   24,38,45,342,74,118,29,    4,9867,9900,   10,9816,    3,37,    4,   80,    1,    7,78,97,22,66,1,5,27.88,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-22,  102,    0,260,221,38,39,50,4,20,22,  100,   12,40,9,24,66,13,-7,   24,33,39,348,16,9,7,    1,9919,9961,   22,9846,    1,63,    7,   75,   12,    6,88,93,1,75,14,4,29.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-01-23,    1,    0,260,203,19,28,50,7,10,17,  100,    9,32,11,1,52,13,-6,    6,9,10,222,21,4,2,   23,9941,9950,    1,9936,   15,57,   18,   75,   13,    8,88,98,18,78,13,3,22.03,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
