STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Ingewikkelde samenstelling,Kalkhoudende zandgronden,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water,Zeekleigronden
563,2022-04-18,    0,    0,240,145,23,33,50,3,10,18,80,14,128,66,5,195,14,   27,   24,114,81,2254,    0,0,0,1,10177,10197,1,10156,24,   72,   24,   83,    1,    5,49,79,24,29,13,35,34.43,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-19,    0,    0,240,53,38,40,70,15,10,1,110,21,130,62,2,183,14,   15,    6,122,86,2077,    0,0,0,1,10156,10172,23,10148,15,   56,    3,   83,   17,    8,59,92,2,37,10,33,29.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-20,    0,    0,240,57,51,53,70,14,30,4,110,15,121,59,4,167,14,   27,    6,125,88,2313,    0,0,0,1,10166,10184,9,10151,17,   75,    1,   83,    6,    1,58,77,3,39,14,36,31.56,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-21,    0,    0,240,54,55,55,80,12,10,5,140,17,125,62,5,173,16,   18,    6,126,88,2315,    0,0,0,1,10132,10150,1,10109,24,   70,    3,   83,   16,    6,62,83,3,38,14,36,26.83,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-22,    0,    0,240,64,68,69,80,11,50,20,140,19,136,96,5,177,15,   87,    6,92,64,2027,    0,0,0,1,10079,10105,1,10059,16,   71,    6,   83,   15,    4,61,80,6,44,13,32,25.0,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-23,    0,    0,240,71,73,74,90,9,60,2,140,12,141,99,5,191,14,   91,    6,125,87,2202,    0,0,0,1,10050,10064,1,10036,15,   70,    4,   83,   18,    3,58,80,5,43,19,36,36.95,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-24,    0,    0,240,41,67,69,90,12,40,24,140,14,117,81,24,165,13,   68,   24,133,92,2421,    0,0,0,1,10071,10105,24,10047,1,   75,    2,   83,   15,    0,64,80,24,43,12,37,36.8,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-25,   40,    0,240,38,43,44,70,23,30,1,110,22,92,79,3,109,16,   65,    6,0,0,421,   19,20,13,6,10134,10172,24,10100,3,   61,    6,   83,   20,    8,78,89,6,62,20,6,33.98,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-26,   10,    0,240,350,42,47,70,14,20,22,110,15,92,44,24,137,13,   -3,   24,106,73,2172,    0,-1,-1,1,10206,10243,24,10171,1,   70,    3,   83,   18,    3,70,89,24,51,14,31,28.01,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-27,    0,    0,240,347,22,22,40,9,10,2,70,13,79,30,3,114,15,  -17,    6,26,18,1011,    0,0,0,1,10272,10298,24,10244,1,   59,    2,   83,    8,    5,72,98,2,54,16,14,32.46,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-28,    0,    0,240,46,38,37,60,18,0,1,100,19,87,26,3,140,16,  -22,    6,81,55,2143,    0,0,0,1,10311,10323,9,10298,1,   61,    1,   82,    9,    6,74,97,1,58,11,30,29.41,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-29,    0,    0,240,42,50,53,70,7,30,22,110,18,88,50,24,120,15,   29,   24,44,30,1377,    0,0,0,1,10303,10310,1,10291,17,   70,    1,   82,   15,    8,73,82,24,62,16,20,27.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-04-30,    0,    0,240,330,32,34,60,11,10,6,100,12,85,33,23,125,14,   -3,   24,25,17,1103,    0,-1,-1,1,10275,10299,1,10257,24,   61,   24,   83,   11,    7,74,94,24,59,13,15,26.23,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-01,    0,    0,240,360,15,21,50,16,0,2,80,16,96,16,5,158,14,  -18,    6,90,60,2089,    0,0,0,1,10237,10253,1,10221,24,    4,    2,   82,   11,    5,72,98,2,45,14,30,35.07,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-02,    0,    0,240,8,24,28,60,17,10,2,100,17,111,42,4,170,15,    1,    6,133,89,2384,    0,0,0,1,10207,10218,1,10195,16,   57,    4,   83,   18,    1,66,97,4,38,16,36,31.92,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-03,    0,    0,240,13,28,30,50,14,10,1,100,9,96,49,3,127,14,   10,    6,3,2,738,    0,-1,-1,1,10202,10208,11,10197,4,   33,    2,   80,   16,    8,79,97,3,66,16,11,32.37,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-04,    0,    0,240,315,17,20,40,13,0,23,70,12,101,34,5,150,16,   -4,    6,118,78,2348,    0,0,0,1,10196,10205,1,10185,17,   70,    3,   83,   17,    7,63,85,24,46,16,34,33.97,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-05,    0,    0,240,297,13,24,50,16,10,1,90,16,126,58,2,196,14,   32,    6,66,44,1853,    0,0,0,1,10227,10257,23,10200,1,    1,   22,   80,   16,    6,76,99,24,53,14,29,22.83,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-06,    0,    0,240,255,24,29,60,14,10,1,90,13,142,79,5,205,13,   77,   24,117,77,2460,    0,0,0,1,10247,10263,7,10228,24,    1,    1,   83,   18,    6,72,99,1,49,13,40,23.05,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-07,    0,    0,240,360,26,41,60,17,10,6,100,14,145,98,24,200,15,   89,   24,80,52,2105,    5,1,1,5,10245,10280,24,10223,2,   50,    5,   80,   14,    7,75,92,5,62,14,34,25.71,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-08,    0,    0,240,37,42,43,50,1,30,4,90,12,115,79,24,158,15,   62,   24,134,88,2659,    0,0,0,1,10286,10299,9,10277,18,   65,    2,   82,   13,    2,67,84,1,45,13,40,42.43,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-09,    0,    0,240,130,8,20,40,15,10,8,80,15,148,64,4,217,15,   26,    6,120,78,2555,    0,0,0,1,10243,10280,1,10198,24,   68,   19,   83,   18,    5,59,86,4,37,14,42,27.96,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-10,    0,    0,240,226,56,63,110,12,30,1,160,14,165,121,1,220,10,   78,    6,15,10,1251,    0,-1,-1,1,10155,10191,1,10126,24,   69,    7,   83,   14,    8,63,80,20,38,13,21,31.41,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-11,    0,    0,240,242,74,76,120,19,40,1,190,19,147,102,24,185,12,   94,   24,63,41,2027,   21,31,15,20,10106,10132,24,10084,18,   56,   19,   83,   17,    7,70,91,20,51,12,33,15.75,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-12,   35,    0,240,247,57,58,90,14,20,4,140,14,140,80,4,184,13,   60,    6,145,93,2791,    0,0,0,1,10174,10188,9,10138,1,   65,    3,   83,   19,    2,66,91,3,43,13,45,18.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-13,    0,    0,240,249,75,76,90,8,50,23,140,14,142,115,24,176,14,  105,   24,109,70,2458,    0,0,0,1,10189,10199,12,10166,3,   62,   24,   83,   20,    6,67,87,24,54,14,40,29.16,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-14,    0,    0,240,294,17,29,50,1,10,7,80,14,153,91,4,206,13,   52,   24,130,83,2587,    0,0,0,1,10213,10219,11,10196,1,   59,    4,   80,   16,    2,67,92,3,46,13,43,46.67,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-15,    0,    0,240,68,39,40,50,11,20,1,90,21,183,95,4,239,15,   51,    6,135,86,2608,    0,0,0,1,10181,10211,1,10143,24,   66,    1,   83,   19,    5,57,83,4,41,16,46,43.61,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-16,    0,    0,240,221,33,53,90,14,20,23,150,15,176,132,23,234,11,   95,   24,59,37,1591,    8,27,17,12,10156,10194,24,10122,4,   57,   12,   82,    1,    6,70,89,23,57,10,28,29.64,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-17,    0,    0,240,77,14,26,50,16,0,3,90,16,178,112,3,237,15,   88,    6,56,35,1676,   10,2,1,8,10192,10210,9,10175,18,   57,    8,   81,   17,    7,77,95,3,58,16,29,28.03,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-18,    0,    0,240,291,6,28,50,7,10,17,90,9,185,144,3,224,17,   94,    6,101,64,2331,    0,0,0,1,10199,10216,10,10175,24,   60,    2,   83,   17,    8,72,90,1,51,16,41,26.76,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-19,   73,    0,240,236,14,35,80,16,10,24,140,15,168,102,24,231,11,   73,   24,49,31,1202,   32,74,34,12,10186,10220,23,10162,2,   57,   22,   80,   11,    7,85,97,24,68,11,21,45.59,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-20,  104,    0,240,254,12,40,70,15,10,1,120,17,135,95,4,194,12,   69,    6,40,25,1092,   38,125,50,14,10180,10218,1,10141,14,   27,   14,   81,   11,    8,86,98,3,63,11,17,41.05,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-21,  154,    0,240,264,47,50,80,2,0,22,120,2,137,92,24,170,13,   48,   24,95,59,2173,    0,0,0,1,10202,10216,13,10179,2,   64,    2,   80,   15,    6,78,97,24,65,16,35,32.21,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-22,    0,    0,240,137,24,25,40,15,0,1,70,13,161,80,4,214,16,   45,    6,130,81,2583,    0,0,0,1,10144,10189,1,10082,24,   48,    3,   83,   22,    6,67,97,1,47,16,44,41.01,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-23,    0,    0,240,284,6,33,70,17,10,10,110,16,156,128,19,217,13,  125,    6,14,9,974,   52,132,56,17,10013,10073,1,9976,15,   44,   15,   81,   13,    8,79,95,19,63,10,16,38.84,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-24,  120,    0,240,245,62,65,90,8,30,23,140,12,136,100,24,167,14,   80,   24,95,59,2072,   10,17,9,4,10055,10114,24,9994,3,   61,    3,   83,   15,    5,77,91,1,61,14,33,37.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-25,    4,    0,240,228,77,80,120,15,30,1,190,16,140,90,1,178,12,   69,    6,57,35,1843,    3,2,2,18,10136,10159,24,10116,1,   59,    5,   82,   10,    6,76,95,4,51,11,30,26.98,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-26,    0,    0,240,248,76,78,100,13,40,5,180,23,158,132,24,185,16,  127,    6,81,50,2211,    8,11,11,24,10191,10207,12,10162,1,   61,    1,   82,   14,    7,75,92,24,60,15,37,37.28,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-27,   20,    0,240,288,70,72,100,14,40,23,140,10,139,114,23,159,11,  105,   24,98,60,2343,    5,4,3,23,10215,10229,15,10191,3,   70,    1,   80,    9,    6,68,89,2,54,11,38,29.79,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-28,    0,    0,240,320,56,57,80,10,20,21,120,7,117,72,24,159,13,   39,   24,117,72,2423,    4,6,6,18,10215,10228,8,10186,24,   70,    1,   81,    7,    4,69,86,24,54,14,37,34.89,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-29,   15,    0,240,337,42,44,70,12,10,24,120,17,107,55,24,147,12,   26,   24,33,20,1498,    8,11,6,10,10159,10181,1,10142,24,   70,    1,   83,   14,    7,75,90,23,58,12,22,27.74,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-30,   10,    0,240,331,6,18,40,8,0,4,80,11,106,57,5,146,18,   27,    6,50,31,1543,    9,8,8,12,10140,10147,21,10134,5,   65,    4,   83,    9,    7,73,93,4,51,17,23,29.34,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-05-31,    0,    0,240,133,17,25,50,24,10,4,100,20,127,79,3,184,11,   52,    6,46,28,1669,   14,62,34,13,10131,10140,1,10124,11,   58,   24,   83,   10,    8,72,91,24,47,10,26,31.63,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-01,   20,    0,240,272,37,44,70,11,10,24,110,11,121,76,24,160,13,   38,   24,108,66,2042,    6,3,3,1,10158,10199,24,10128,3,   59,    2,   80,    8,    4,78,95,24,65,9,32,28.74,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-02,    0,    0,240,37,24,26,50,16,0,5,80,16,139,64,3,191,15,   22,    6,123,75,2639,    0,0,0,1,10213,10226,10,10202,1,   40,    2,   83,   15,    3,69,98,4,46,11,43,25.27,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-03,    0,    0,240,54,53,54,70,17,30,3,120,19,169,111,5,225,13,  101,    6,134,81,2826,    0,0,0,1,10193,10207,1,10181,14,   70,   24,   83,   18,    5,61,81,24,45,14,49,28.12,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-04,    0,    0,240,45,69,70,80,7,60,2,130,7,156,119,4,203,16,  114,    6,77,47,1892,    0,-1,-1,1,10209,10221,9,10189,24,   70,    1,   82,   13,    6,73,85,1,58,16,32,34.9,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-05,    0,    0,240,23,20,47,80,1,20,14,120,1,160,132,3,196,11,  128,    6,6,4,774,  102,222,65,19,10139,10181,1,10118,18,   26,   17,   77,    9,    8,85,96,18,67,10,13,42.6,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-06,  170,    0,240,245,72,73,110,9,40,21,160,9,140,120,16,178,9,  120,   24,30,18,1231,   40,44,26,13,10125,10137,18,10118,12,   44,   13,   80,    9,    7,83,92,1,65,9,20,42.42,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-07,  105,    0,240,260,46,52,80,9,10,22,120,8,151,124,22,181,14,  102,   24,92,55,2369,    0,-1,-1,1,10117,10125,12,10099,24,   67,   23,   81,   14,    7,73,88,22,54,16,39,27.57,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-08,    0,    0,240,206,38,46,70,11,30,1,110,11,158,134,24,193,10,  125,   24,13,8,915,   43,39,12,14,10064,10092,1,10048,15,   56,    3,   75,    8,    8,86,94,14,76,8,15,28.37,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-09,   59,    0,240,258,41,48,60,9,20,5,100,12,162,117,3,200,15,  109,    6,137,82,2852,    0,0,0,1,10150,10196,23,10079,1,   64,    1,   83,   20,    2,70,93,1,49,16,48,18.83,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-10,    2,    0,240,219,52,55,80,11,30,24,130,12,178,129,1,220,13,  112,    6,68,41,1974,    0,-1,-1,1,10200,10205,14,10194,1,   58,    4,   81,   14,    6,74,92,5,57,12,35,25.09,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-11,    0,    0,240,246,49,51,70,13,20,24,110,13,172,132,24,212,12,  105,   24,150,90,2991,    0,0,0,1,10219,10225,13,10199,1,   64,    6,   83,   20,    1,65,87,1,40,16,52,20.25,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-12,    0,    0,240,264,38,43,80,14,20,1,110,12,160,117,3,194,10,   82,    6,136,81,2921,    0,0,0,1,10220,10229,8,10205,24,   65,    4,   80,    7,    5,73,91,4,56,13,49,32.81,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-13,    0,    0,240,299,46,47,70,7,10,24,110,8,144,97,24,173,14,   60,   24,116,69,2547,    0,0,0,1,10232,10248,21,10202,1,   64,    2,   82,   18,    5,69,89,2,56,17,42,30.2,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-14,    0,    0,240,29,12,20,40,18,10,1,70,17,156,86,2,207,15,   50,    6,75,45,1978,    0,0,0,1,10224,10244,1,10203,24,   65,    2,   83,   12,    5,66,92,2,49,15,33,35.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-15,    0,    0,240,50,34,35,50,10,10,4,100,19,180,108,3,225,16,   60,    6,142,85,2963,    0,0,0,1,10197,10202,1,10191,16,   65,    2,   83,   19,    4,63,94,3,46,14,52,28.87,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-16,    0,    0,240,80,14,19,40,1,10,3,80,18,189,111,4,241,13,   74,    6,128,76,2809,    0,0,0,1,10229,10239,23,10203,1,   70,   24,   83,    1,    4,57,82,24,41,13,50,30.74,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-17,    0,    0,240,199,34,38,60,13,10,1,110,16,226,145,2,287,17,   88,    6,111,66,2614,    0,0,0,1,10208,10237,1,10171,24,   70,    1,   83,   18,    6,55,81,1,35,15,50,37.87,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-18,    0,    0,240,17,33,42,70,20,20,5,120,24,198,147,23,251,12,  139,   24,114,68,2481,    0,0,0,1,10160,10180,8,10117,24,   64,    4,   82,   10,    4,70,88,4,58,11,45,23.21,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-19,    0,    0,240,360,44,47,70,1,30,7,130,3,146,124,5,187,14,  118,    6,27,16,1325,   12,23,11,3,10134,10151,14,10093,3,   56,    3,   83,    1,    8,73,85,4,59,17,22,15.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-20,    9,    0,240,333,42,43,70,10,20,4,110,14,149,104,24,191,14,   57,   24,127,76,2491,    0,0,0,1,10170,10184,21,10148,4,   67,   24,   81,    8,    5,70,90,24,55,16,41,15.45,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-21,    0,    0,240,11,12,22,50,18,10,1,80,17,160,82,4,215,16,   40,    6,104,62,2442,    0,0,0,1,10153,10174,1,10136,18,   65,    1,   82,   12,    7,72,97,4,52,11,41,25.8,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-22,    0,    0,240,43,29,31,60,19,10,1,90,20,183,93,4,240,16,   49,    6,154,92,2994,    0,0,0,1,10137,10146,7,10126,17,   56,    2,   83,   13,    0,64,96,2,25,14,53,27.17,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-23,    0,    0,240,105,13,37,50,13,10,23,100,13,227,145,4,303,15,  133,    6,144,86,2695,    0,-1,-1,1,10101,10129,1,10070,24,   70,    1,   82,   16,    4,64,87,1,41,17,51,27.69,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2022-06-24,  260,    0,240,242,20,35,60,14,20,1,150,2,199,173,3,236,13,  168,   24,57,34,1682,   47,231,99,2,10066,10080,2,10058,5,   22,    2,   83,   13,    7,78,95,3,58,13,31,32.05,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
