STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Ingewikkelde samenstelling,Kalkhoudende zandgronden,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water,Zeekleigronden
563,2023-01-22,    0,    0,240,29,38,39,60,9,20,2,90,7,20,-12,1,29,24,  -35,    6,0,0,177,    0,0,0,1,10345,10361,24,10334,5,   57,   19,   75,    3,    8,84,94,19,78,4,2,39.11,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-23,    0,    0,240,61,32,33,50,14,20,9,80,7,34,23,17,52,13,    8,   18,27,32,345,    0,-1,-1,1,10377,10393,23,10357,1,   59,    6,   75,   12,    8,85,93,2,73,14,4,38.57,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-24,    0,    0,240,86,30,29,40,2,10,21,80,10,20,6,24,33,1,    7,   24,0,0,129,    0,0,0,1,10390,10403,10,10381,24,   56,   24,   75,    1,    8,86,92,24,79,1,1,34.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-25,    0,    0,240,182,32,33,60,18,10,1,80,17,1,-8,8,7,1,   -6,   12,0,0,118,   36,22,7,22,10316,10375,1,10249,24,   10,   21,   56,    1,    8,93,98,21,91,1,1,34.15,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-26,   20,    0,240,1,34,42,70,18,10,4,110,16,51,4,1,80,13,    4,    6,36,41,388,   42,11,4,3,10255,10263,11,10243,1,   12,    4,   75,   15,    7,88,98,1,75,18,5,28.84,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-27,    0,    0,240,40,51,53,80,3,20,23,130,3,40,27,23,61,1,   20,   12,12,14,301,    0,0,0,1,10287,10305,19,10259,1,   70,    1,   75,    5,    8,79,86,3,72,6,4,43.75,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-28,    0,    0,240,251,7,25,50,24,10,9,60,1,37,15,9,62,14,    0,   12,55,62,544,    0,-1,-1,1,10305,10318,10,10295,24,   70,    7,   80,   10,    7,77,86,21,66,13,7,30.82,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-29,    0,    0,240,218,59,61,90,24,40,1,130,23,52,38,2,81,23,   34,    6,0,0,116,    3,1,1,14,10238,10292,1,10166,24,   20,   13,   70,    1,    8,87,96,13,82,5,1,32.78,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-30,    3,    0,240,286,84,88,120,9,40,20,180,12,68,29,23,85,13,   12,   24,35,39,393,   13,12,5,2,10193,10247,22,10147,4,   59,    2,   70,    3,    5,80,91,2,71,14,5,30.47,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-01-31,    2,    0,240,258,78,81,120,14,40,1,170,14,68,22,1,92,14,    9,    6,28,31,349,    0,-1,-1,1,10204,10230,2,10186,13,   62,    3,   70,    8,    5,83,95,3,72,21,5,36.24,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-01,    0,    0,240,268,105,106,130,12,80,23,190,14,76,62,6,87,14,   54,    6,11,12,241,    0,-1,-1,1,10184,10206,24,10172,14,   62,   10,   67,    8,    7,78,86,24,72,1,3,25.47,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-02,   31,    0,240,263,79,81,100,3,60,2,150,24,83,66,2,96,21,   64,    6,4,4,197,   38,24,8,2,10229,10245,21,10206,3,   25,   13,   70,   17,    8,89,96,14,85,22,3,34.25,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-03,    8,    0,240,271,74,79,110,2,40,23,170,3,89,71,24,100,12,   66,   24,7,8,176,    0,-1,-1,1,10270,10328,24,10232,3,   61,   24,   77,   10,    8,84,93,24,78,20,3,33.72,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-04,    0,    0,240,263,9,17,40,1,10,4,60,1,72,45,6,87,14,   28,    6,7,8,284,    7,1,1,12,10361,10376,19,10330,1,   50,   11,   70,   15,    8,94,98,2,85,16,4,43.74,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-05,   23,    0,240,342,51,60,90,9,20,21,160,11,65,23,22,89,13,   -4,   24,68,73,572,   17,16,9,5,10404,10440,22,10357,3,   35,    4,   71,    7,    7,83,98,4,67,12,8,46.72,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-06,    0,    0,240,30,10,17,30,13,0,23,80,10,41,-5,22,90,14,  -43,   24,48,51,601,    0,0,0,1,10417,10436,1,10401,21,   56,   23,   72,   13,    4,90,98,4,69,13,7,49.48,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-07,    0,    0,240,129,14,18,30,4,10,1,50,15,10,-18,24,49,14,  -59,   12,85,90,844,    0,0,0,1,10399,10408,11,10393,23,    6,    1,   81,   14,    1,87,99,1,64,14,9,41.69,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-08,    0,    0,240,148,23,25,40,12,10,1,70,13,11,-27,4,63,14,  -66,   12,85,90,849,    0,0,0,1,10358,10391,1,10313,24,   65,    1,   83,   18,    5,71,94,1,44,14,9,47.49,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-09,    0,    0,240,209,33,38,50,8,30,1,70,10,20,-18,1,61,17,  -44,    6,21,22,361,    0,0,0,1,10319,10349,22,10297,4,   57,   16,   75,    1,    8,84,96,18,74,9,4,35.41,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-10,    0,    0,240,225,54,56,80,14,30,3,120,13,49,-16,4,88,13,  -30,    6,62,65,686,    0,-1,-1,1,10349,10363,10,10333,24,   56,    7,   78,   14,    7,86,98,8,63,13,9,41.94,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-11,    0,    0,240,264,43,45,60,1,10,24,90,2,79,60,4,100,14,   53,    6,30,31,433,    0,0,0,1,10350,10383,24,10325,4,   50,    5,   70,   11,    8,89,95,4,81,13,6,38.46,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-12,    0,    0,240,219,5,14,20,1,0,10,50,19,74,63,2,88,13,   58,   24,0,0,175,    0,0,0,1,10386,10396,10,10377,24,   56,    4,   75,    9,    8,81,95,2,72,15,2,51.53,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-13,    0,    0,240,117,20,23,40,11,10,1,60,11,73,23,22,113,14,   -3,   24,55,56,688,    0,0,0,1,10361,10376,1,10346,24,   56,   24,   69,   16,    4,84,97,22,71,15,9,29.85,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-14,    1,    0,240,151,10,16,30,7,10,1,50,13,54,2,7,121,15,  -40,   12,82,83,855,    0,0,0,1,10321,10342,1,10291,24,    3,    8,   62,   15,    0,89,99,7,69,14,11,23.89,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-15,    0,    0,240,174,29,31,40,11,10,2,60,12,52,-4,4,111,15,  -40,    6,82,83,681,    0,0,0,1,10249,10286,1,10229,24,   24,    3,   61,   15,    6,87,98,1,71,14,9,18.87,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-16,    0,    0,240,209,56,58,80,20,30,1,120,15,83,41,2,109,14,   28,    6,8,8,331,   68,39,11,18,10205,10227,1,10180,24,   14,   18,   65,   23,    8,91,98,17,80,14,5,13.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-17,   33,    0,240,237,88,90,130,11,40,24,210,11,102,91,3,113,16,   87,    6,22,22,373,    3,2,1,4,10186,10224,21,10158,7,   57,    4,   67,   11,    8,91,96,6,86,14,5,12.46,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-18,   16,    0,240,245,90,91,120,8,50,1,190,11,103,93,1,118,12,   91,    6,31,31,504,   13,11,4,5,10177,10210,1,10165,7,   25,    4,   70,   13,    8,91,97,2,83,12,7,19.09,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-19,   18,    0,240,269,40,53,80,3,20,15,140,6,76,51,21,96,1,   44,   24,1,1,207,   25,10,2,4,10229,10262,19,10172,1,   42,   12,   70,   15,    8,91,97,12,82,15,3,39.6,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-20,    0,    0,240,236,86,87,110,11,40,3,170,8,84,59,3,96,13,   52,    6,4,4,364,    0,0,0,1,10209,10233,1,10196,22,   58,    3,   70,   10,    8,90,97,3,86,12,5,36.58,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-21,    0,    0,240,231,37,42,70,2,20,20,100,1,83,67,24,96,12,   65,   24,0,0,168,    0,-1,-1,1,10180,10198,1,10151,24,   29,   13,   61,    1,    8,93,96,13,88,23,2,33.53,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-22,    2,    0,240,179,24,35,50,2,20,23,70,9,68,42,5,92,17,   41,    6,0,0,329,   15,20,9,22,10120,10148,1,10103,14,   10,    7,   63,   15,    8,92,98,6,83,14,4,37.78,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-23,   66,    0,240,332,24,30,50,15,10,5,90,16,63,14,24,93,14,  -21,   24,6,6,277,   14,3,1,2,10157,10180,19,10127,2,   15,    4,   75,   22,    7,89,98,1,74,19,4,43.55,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-24,    1,    0,240,297,52,61,90,14,30,1,160,16,54,20,1,92,13,   -3,    6,28,27,438,   46,44,12,11,10087,10154,1,10059,16,   28,    9,   75,    1,    8,82,97,10,72,3,6,33.62,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-25,   25,    0,240,354,49,53,80,13,20,24,150,12,43,-1,24,75,14,  -30,   24,68,64,825,    1,2,2,12,10134,10196,24,10084,1,   65,    3,   83,   18,    4,70,87,24,51,14,10,42.43,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-26,    2,    0,240,41,50,52,80,9,30,5,120,9,37,-4,1,68,14,  -27,    6,93,87,1081,    0,0,0,1,10260,10297,24,10203,1,   75,   20,   83,    2,    3,62,72,20,53,14,13,27.12,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-27,    0,    0,240,41,36,38,70,14,10,3,120,14,35,-15,5,74,14,  -59,   12,80,75,1064,    0,0,0,1,10309,10321,24,10296,2,   70,    4,   83,   15,    4,72,89,4,50,13,13,22.8,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-02-28,   12,    0,240,54,18,25,50,17,10,4,80,14,31,-13,24,65,15,  -54,   24,53,49,831,   26,16,9,8,10318,10325,24,10308,15,   30,    8,   83,   16,    4,79,98,8,54,14,10,23.53,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-01,    5,    0,240,49,33,35,60,13,10,2,100,16,25,-41,5,71,15,  -73,    6,100,92,1219,    0,0,0,1,10284,10321,1,10258,17,    0,    3,   82,   17,    0,80,99,2,55,16,14,18.45,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-02,    0,    0,240,42,55,56,70,10,40,22,110,17,37,13,6,68,16,    7,    6,95,87,1252,    0,0,0,1,10252,10259,1,10238,16,   42,    1,   70,   20,    2,86,95,1,73,16,15,30.28,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-03,    0,    0,240,2,31,33,50,14,10,9,100,7,51,12,3,82,12,   -1,    6,38,35,783,    0,0,0,1,10267,10273,10,10257,1,    8,    8,   83,   14,    7,79,100,8,64,12,10,31.27,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-04,    0,    0,240,335,40,41,70,13,20,21,110,13,57,22,24,85,11,    1,   24,22,20,584,    7,6,3,9,10253,10273,1,10227,24,   63,    8,   80,   13,    8,79,93,23,67,16,8,24.11,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-05,    8,    0,240,279,25,27,40,14,20,1,80,17,36,9,24,69,14,   -1,   24,23,21,661,   22,15,4,8,10156,10222,1,10089,24,   57,    8,   80,   13,    8,86,95,6,68,15,8,31.91,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-06,    0,    0,240,233,40,48,100,17,10,7,150,17,41,11,2,67,14,    4,    6,21,19,638,   54,48,14,21,10034,10081,1,9975,23,   46,   21,   80,   10,    8,85,96,5,67,13,8,33.52,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-07,   56,    0,240,280,37,42,60,1,10,22,140,1,22,-25,24,54,1,  -46,   24,5,4,412,   64,34,6,6,9979,10002,23,9962,5,   57,   10,   75,    5,    6,89,95,23,79,5,5,36.44,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-08,    7,    0,240,80,35,38,60,14,10,3,110,21,12,-27,1,37,15,  -44,    6,8,7,645,   39,10,3,21,9946,9997,1,9921,24,   36,   23,   75,   14,    8,88,96,3,72,15,7,37.37,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-09,   31,    0,240,72,45,47,70,19,30,9,110,1,18,6,6,30,13,   -2,    6,0,0,339,  114,159,27,19,9945,9983,12,9878,24,   22,   18,   70,    1,    8,92,98,24,85,9,4,46.51,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-10,  283,    0,240,9,49,68,100,15,30,2,180,15,17,0,16,26,13,  -15,   24,0,0,258,  133,151,27,11,9937,10068,24,9860,5,    8,   16,   83,   22,    7,89,99,16,63,23,3,73.66,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-11,  198,    0,240,263,14,25,50,14,0,5,90,14,23,-30,6,73,13,  -68,    6,104,90,1296,    0,0,0,1,10106,10119,19,10074,1,   70,    4,   82,   13,    7,71,90,7,52,13,15,66.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-12,    5,    0,240,212,58,71,100,14,40,1,150,13,72,20,1,111,15,    8,    6,20,17,670,   24,13,6,23,10061,10102,1,10002,24,   30,    8,   75,    1,    8,84,98,7,71,1,9,38.18,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-13,   45,    0,240,223,130,133,190,14,70,22,290,10,125,91,1,153,12,   87,    6,71,61,1044,   31,27,13,2,9923,9986,1,9874,24,   37,    2,   77,   11,    5,74,98,1,56,13,16,30.63,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-14,   75,    0,240,288,55,78,110,1,40,19,170,1,64,26,24,108,1,   18,   24,50,43,1007,   37,67,40,6,9994,10110,24,9864,4,   57,    5,   83,   18,    7,76,97,6,54,15,13,30.08,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-15,   50,    0,240,202,20,33,50,15,10,7,80,6,51,11,7,91,14,   -7,    6,102,87,1367,    0,-1,-1,1,10168,10188,12,10115,1,   65,    1,   83,   16,    5,70,95,1,46,13,17,40.6,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-16,    4,    0,240,164,72,73,90,10,50,24,140,11,87,52,1,136,16,   46,    6,31,26,820,   20,4,2,8,10110,10161,1,10070,23,   70,    4,   83,   13,    8,67,89,7,46,16,12,34.8,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-17,    0,    0,240,179,29,37,50,2,10,19,90,11,115,77,6,158,13,   62,   24,40,34,952,    0,-1,-1,1,10063,10072,23,10055,16,   63,   24,   82,   11,    8,71,89,24,63,9,14,24.56,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-18,   11,    0,240,172,38,40,70,16,20,1,120,20,118,73,2,159,16,   41,    6,62,52,1150,   30,36,19,5,10091,10101,10,10073,2,   46,    5,   80,   15,    7,85,97,7,67,15,18,34.92,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-19,   26,    0,240,233,31,38,50,1,30,3,80,1,88,74,3,112,14,   60,    6,0,0,360,    0,-1,-1,1,10147,10191,23,10101,1,   12,    8,   70,   24,    8,94,98,6,87,14,5,26.03,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-20,    2,    0,240,216,59,60,80,11,40,1,110,10,84,69,3,95,16,   63,    6,0,0,340,  106,55,9,13,10172,10191,1,10156,24,   14,   24,   69,    1,    8,93,98,20,86,1,5,34.49,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-21,   70,    0,240,205,58,60,80,13,40,2,130,18,101,88,6,132,13,   82,   24,8,7,480,   63,26,10,8,10113,10151,1,10082,24,   12,    2,   75,   13,    7,88,98,1,77,13,7,39.79,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-22,    6,    0,240,198,81,82,110,10,50,2,160,10,106,84,4,124,24,   77,    6,0,0,299,   63,52,20,20,10038,10075,1,10002,24,   30,   16,   70,    1,    8,89,96,16,81,24,4,47.03,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-23,   58,    0,240,218,86,92,120,12,40,19,200,14,126,108,8,150,13,  103,   12,68,55,1219,   62,75,19,20,10003,10025,14,9960,24,   59,   23,   78,   15,    7,78,93,20,62,15,19,25.12,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-24,   88,    0,240,231,105,107,130,14,90,5,190,14,112,93,5,135,12,   86,    6,89,72,1447,   16,20,13,2,9994,10013,12,9950,1,   58,    2,   80,   14,    5,77,90,2,64,16,22,30.58,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-25,    6,    0,240,242,96,99,140,11,20,24,230,11,92,61,22,126,13,   48,   24,29,23,914,   20,66,31,15,10023,10065,23,9990,4,   57,   16,   72,   13,    7,82,96,24,68,13,13,28.13,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-26,   60,    0,240,25,43,48,80,12,10,1,130,12,67,31,24,100,14,   17,   24,29,23,899,    0,-1,-1,1,10069,10155,24,10024,8,   29,    6,   80,   14,    7,79,98,2,57,16,12,45.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-27,    0,    0,240,317,50,53,90,11,10,24,160,9,40,8,24,83,15,  -21,   24,95,75,1490,    7,13,5,20,10225,10264,23,10164,1,   63,    9,   81,   14,    4,76,93,2,55,16,18,31.3,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-28,    9,    0,240,183,48,50,80,12,10,1,120,12,47,-12,4,85,16,  -43,    6,33,26,923,   14,3,2,17,10224,10264,1,10158,24,   65,    1,   82,   12,    7,77,96,2,53,12,12,43.46,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-29,    3,    0,240,184,43,46,60,1,20,5,100,13,106,56,1,136,24,   51,    6,3,2,628,    0,-1,-1,1,10109,10149,1,10046,24,   63,    9,   75,   16,    8,83,87,21,76,24,9,35.25,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2023-03-30,    0,    0,240,230,94,96,130,12,60,24,190,11,126,98,24,149,13,   91,   24,84,66,1522,    0,-1,-1,1,10043,10057,13,10022,24,   61,   10,   75,    1,    6,78,88,24,70,9,24,36.4,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
